text,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label
Don't let America's favourite dad pour you a drink. #Rapist ,0,0,14,60,0,0.0,1
found a pretty good image of the #TrumpTrain. feel free to share. #BeSafeOutThere #TrumpTrain #trumpParty #MuellerAndFriends #5angryDemocrats #TrumpTrain2020 #chooChoo #FuckTrump ,0,0,31,179,0,0.0,1
@Akashraaz008 O man just wanted to tell you people that what is your acctual worth. Why you people tries to do what you cant can't bear.   You people started trends #DhoniKeepsTheGlove #DhoniKeepTheGlove #DHONIKESAATHDESH #dhonigloves but at last indian #bentdownitskeens,0,0,48,271,0,0.0,0
@realDonaldTrump when will you admit that you are a fraud and that you have no idea what you're doing?  #FuckTrump #NotOurPresident,1,1,26,131,0,0.0,1
"If you are Non-Bengali, your life is in danger!  You may be killed by @MamataOfficial goon at any time!    @rashtrapatibhvn @BBCHindi @PMOIndia @DDNewsLive #DoctorsFightBack #BengalBurning   #MannKiBaat  ",0,0,37,204,0,0.571,1
#EastTurkistan World Wide Demonstration for Beijing Olympic. (Japan)    #Uyghur #FreeUyghur #BoycottChina #ウイグル #RT,0,0,22,115,0,0.0,1
Birthday Party for One.   #the25thamendment  #donaldtrump #trump #impeachtrump #impeach #fucktrump  #mueller #GOP #putin #fuckdonaldtrump #presidenttrump #makeamericagreatagain #maga #notmypresident #mcgahn #donmcgahn  #johnmccainday #jackiekennedy #johnmccain #mccain ,0,0,45,269,0,0.0,1
"@politico Does this mean that Trump thinks of himself as John F Kennedy?    Kennedy calls on all of us to bear the burden of a long twilight struggle ... against the common enemies of man: tyranny, poverty, disease, and war itself...    Trump makes a mockery of our country.     #TrumpIsATraitor",1,0,58,295,0,0.0,1
If sex is his priority then who can help him?    @SunnyLeone @pandeypoonam20 @rakhisawantt @miakhalifa     #AskSaiPallavi #RamCharan #BiggBossMarathi2 #SanayaIrani #PailwaanBoxingPoster #INDvsAUS #DhoniKeepsTheGlove #AUSvIND #NTR #ModiGetsMallya #INDvAUS #IndiaWithDhoni #Bharat,0,0,45,278,0,0.0,0
"@mayukhrghosh We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...    #DoctorsFightBack #SaveTheDoctors",0,0,44,209,0,0.0,1
"#DoctorsFightBack.     I am sorry about the present state of Bangal. It was India’s capital for literature, Politics, Religious activity etc. I feel people of Bengal are suffering for their own mistake of electing such people as their rulers.",0,0,47,242,0,0.0,1
@realDonaldTrump @foxandfriends @FoxNews Will not watch. Didn’t watch. #BoycottFoxNews #TrumpLiesEveryTimeHeSpeaks #TrumpResignNow #TrumpIsADisgrace #TrumpIsATraitor #TrumpIsNotExonerated #TrumpIsNotAboveTheLaw,0,0,29,210,0,0.0,1
"They heal, operate, diagnose  We consider them a part of the second God cosmos  This is so appalling, shameful and gross  We need to bring this violence to a close    #SaveBengal  #DoctorsFightBack  #standwithdoctors",0,0,39,216,0,0.0,1
#ShameOnICC: Cricket fans express frustration as record number of #WorldCup2019 games get abandoned due to #raincife     #CWC19 #RainStopsMatch #ICCCricketWorldCup2019      ,0,0,26,173,0,0.0,1
"I miss having a president like @BarackObama who was smart, well spoken, educated, understood how governments work &amp; doesn't collude with foreign countries to win an election.   @realDonaldTrump  #TrumpIsATraitor   #TrumpIsANationalSecurityThreat   #TrumpsAnInternationalDisgrace",1,0,43,282,0,0.0,1
"Oh just dandy, yeah right!!   Another repug to represent my state. Another #Trump lover! Thank you, said no one ever!  #TrumpIsATraitor    ",1,1,30,139,0,0.0,1
Fuck sake. Mums got a sore throat and she came to me and goes the doctor says I have an inflamed vulva I THINK YOU MEAN UVULA MUM  pic.twitter.com/gLuv1Gjrc0,0,1,30,157,0,0.0,1
"BREAKING: Huge blast in Rawalpindi, Pakistan at the city's Military Hospital where Pakistan Army was protecting jihadi terrorist #MasoodAzhar as a patient. Azhar was involved in the #PulwamaAttack on India.",0,0,37,206,0,0.0,1
"That's because @realDonaldTrump is, was, and always will be racist. He should NOT be where he is today. He's such an idiot. #Douchebag ",1,1,32,135,1,0.0,1
@SteveKingIA @DiamondandSilk @realDonaldTrump CON is the only thing conservative about this Nationalist CULT #ImpeachTrumpNow  #TrumpIsATraitor ,0,1,20,144,0,0.0,0
Never trust a #liar  #LiarInChief #TrumpIsTheEnemyOfThePeople   #TrumpIsANationalSecurityThreat   #TrumpIsADisgrace #TrumpIsATraitor #IllegitimatePresident   #Cheater #CorruptGOP #ComplicitGOP #PutinsGOP #PutinsPuppet ,1,1,27,218,0,0.0,1
Donald Trump Jr. to be interviewed by Senate panel behind closed doors Wednesday @CNNPolitics  #muellerreport #fucktrump,0,0,19,120,0,0.0,1
#ShameOnICC @ICC should be investigated for why they choose England as venue and at this time. Thai may turn to be a scam. Fans bought so expensive tickets 1 year ago and the arrangements to cover grounds is wrost than club cricket. @ICC  #ShameOnYou,0,0,51,250,0,0.0,1
Follow the blues ?or  Follow the weather ?  #ShameOnICC  #BCCI,0,0,13,62,0,0.0,1
@amateuradam Why is it unqualified men in power always have an opinion on something they no nothing about &amp; want to enforce it? Ffs..... #dickhead,0,0,31,150,0,0.0,1
@CityNews @Twitter I think he's done quite enough already #Murderer #OJSimpson,0,0,16,78,0,0.0,1
#ShameOnICC  1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup @ICC @cricketworldcup ,0,0,19,112,0,0.0,1
TUBMANS #FuckTrump ,0,0,3,19,0,0.0,1
"#Judge orders #child #rapist to pay his #victim, 13, just 20 in compensation - Jun 16 @ 12:49 AM ET ",0,0,26,100,0,0.0,1
Wow! Just wow! #TrumpIsATraitor ,0,0,7,32,0,0.0,1
@MittRomney #JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.  A RINO LIKE YOU!  'preciate it. #Douchebag ,0,1,51,277,0,0.0,1
the only solution of #rapist is that hang till death. this place is not for these kind of demons.  #JusticeForTwinkleSharma,0,0,24,123,0,0.0,1
"The way its raining in India's match along with other deserving country also, don't think England have to work really hard to make it to top 4.@KP24 Poor english @ICC #ShameOnICC",0,0,39,178,0,0.0,1
Attention America: Trump lied to you..... again.    #TrumpIsATraitor   #TrumpsAnInternationalDisgrace   #JohnMCainDay ,0,1,16,118,0,0.0,0
"Since the orange buffoon accuses McGahn of a crime, why continue the 'executive privilege'??? Shouldn't @realDonaldTrump  rescind it, &amp; let him deal with the perjury charge? Trump can't have it both ways.  #TrumpIsATraitor  #TrumpIsANastyLoser ",1,1,49,248,0,0.0,0
"@BillCosby No, no, no....you are NOT America’s Dad #rapist",1,1,17,58,0,0.0,0
@boomer6948 @d18_diaz @Alyssa_Milano You’re a white person who promotes the racist agenda of MAGA and you’re telling people to “stop with the race card” 🤦‍♀️  You must live in that world where all the other fartman lovers live... DENIAL LAND! #fucktrump #fuckwhiteamerica #fuckmaga #BlackLivesMatter,1,1,59,299,0,0.778,1
"@ICC  praying namaz on the field is nothing but wearing gloves with a symbol of sacrifice is a violation of rules . Great stuff, hypocrisy at it's best #DhoniKeepsTheGlove #DhoniKeSaathDesh  @BCCI @msdhoni",0,0,39,205,0,0.0,0
@ANI Chutiye  What about the biggest health scam industry these ‘doctors’ run in India? #DoctorsProtest #DoctorsFightBack they should be ashamed of themselves,0,0,28,158,0,0.0,1
@TheRealOJ32 Still looking for the real killer??  #OJKilledNicole  #MURDERER,0,0,14,76,0,0.0,0
"@mpvadodara Mam. Pls don't promote a Private University whose owner is a #Rapist. Rather share some good news which Faculty Of Social Work, MSU has achieved.",0,0,33,157,0,0.0,1
@polisands @GOP @realDonaldTrump I’m sorry you are so I’ll-informed! It is a crime to take foreign government’s help in order to influence an election and YOUR president said he’d commit that crime to get re-elected!! #SAD #TrumpIsATraitor,1,0,53,239,0,0.0,1
What's the deal with Griezmann and his way of revealing things. Big promo to stay hes staying then a big promo to say hes leaving now another to reveal his next club.     #mufc #dickhead,1,0,39,186,0,0.0,1
@realDonaldTrump is Putin’s Puppet!   #TrumpsWorseThanNixon   #TrumpMustResign   #TrumpIsATraitor   #TrumpColludedWithRussia ,0,1,16,125,0,0.0,1
"@davidfrum @trueblueusa1 That's cute and all, but absolutely NOT TRUE!  That's not how it works #douchebag   LYING about it won't help you",0,0,30,138,0,0.0,1
#ADOS #trendingnow #blacklivesmatter #justice #fucktrump  ‘Central Park Five’ Prosecutor Elizabeth Lederer Out at Columbia Law School ,0,0,23,134,0,0.0,1
#ShameOnICC@ICC WINNER TEAM-RAIN  ICC RUN UP TEAM-RAIN  ICC MAN OF THE MATCH-RAIN  ICC MAN OF THE SERIES-RAIN  BEST BOWLER-RAIN  BEST WICKETKEPER-RAIN ,0,0,24,151,0,0.0,0
Disgusting! And they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! #rapist #ChildTrafficking #CatholicChurch #CatholicTwitter ,1,0,46,251,0,0.0,1
"Hi everyone, I'm in Kolkata and just thought I'd let you know about some crazy goings on in the medical world here, which has become front page news.    Recent years have seen a rise in violence against doctors, often the most junior.     #DoctorsFightBack ",0,0,51,257,0,0.0,0
@Werdnat This crazy Manbaby will probably paint it gold.  Not gawdy at all.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐,1,0,43,266,0,0.0,1
"@realDonaldTrump Maybe @LindseyGrahamSC should take his lips off your ass, read the report, and get with the dems and everyone else with half a brain and get YOU out of the White House! 🤷‍♂️ #POSPOTUS #ASSKISSERS #ImpeachTrump #FuckTrump #ButNotLiterallyLindsey",1,0,49,261,0,0.0,1
"Crabs LIVE! Covering the lies of the sleazy, cheating #GOP!  ---&gt; 'Viva La Resistance!' #Trump #fucktrump #libcrib",1,0,30,117,0,0.0,0
#DhoniKeepsTheGlove     What's wrong with @ICC??   Dhoni is first a soldier then a cricketer.....   @BCCI,0,0,21,105,0,0.0,0
5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack  ,0,0,38,207,0,0.0,0
"If a doctor needs to be assualted or killed for every patient who dies during treatment, then here is a list of people who also deserve the same fate. #Savethedoctors #SaveBengal #savethesaviour #SaveDoctors #DoctorsFightBack #DoctorsStrike #DoctorsProtest #doctor #DoctorStrike ",0,0,49,279,0,0.0,0
@realDonaldTrump @StateDept @SecPompeo Japan disagrees...they saw something 'flying in' and then hitting the boat. #TrumpIsATraitor ,0,0,23,132,0,0.0,0
अभी भी समय बचा हुआ है।   Shift the #ICCCricketWorldCup2019   In India.😂😂  We need rain.  @BCCI  @ICC   @imVkohli   @msdhoni   @hardikpandya7   @SDhawan25     #ShameOnICC,0,0,30,169,0,0.0,0
Has someone really just sent me a snap whilst doing 90mph in a lorry??? #dickhead,0,0,19,81,0,0.0,0
@FreemantlePaul @realDonaldTrump @FoxNews Which hurts you the most? Duel citizenship; or not having a sanctuary city to hide in? #douchebag,0,0,27,139,0,0.0,0
"Oh Emma , Its not a competition also you already lost #FuckTrump ",0,0,13,65,0,0.0,0
#INDvNZ | Cricket fans are venting their frustration with #ShameOnICC tweets and wondering why the ground staff could not cover the entire ground when the rain warning was given in advance.     Take a look at these tweets:    ,0,0,41,226,0,0.0,0
It could be the Tom &amp; Rory Show -    just got to get rid of the elephant in the room ..    #BorisJohnsonShouldNotBePM   #CorbynMustGo   #BollockstoBrexit ,0,0,29,158,0,0.0,0
"I appeal to all doctors in #WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! #DoctorsFightBack #savethedoctors Indian Medical Association #PrannoyRoy",0,0,48,275,0,0.0,0
#FuckTrump and his Birthday ,0,0,5,28,0,0.0,0
"Think about that guy, who had planned a trip to UK from India just to watch #IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain.  #ShameOnICC",0,0,43,202,0,0.0,0
"Kamala Harris’s plan to provide DREAMers a pathway to citizenship, explained #Resist #ResistTrump #FuckTrump ",0,0,20,109,0,0.0,0
@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove,0,0,14,77,0,0.0,0
And what who are they going to gun down loser Trump in the WH? #dickhead ,0,0,17,73,0,0.0,0
#DhoniKeepsTheGlove  We support Dhoni... It's pride of India...,0,0,12,63,0,0.0,0
@TheRealOJ32 Why are you on Twitter instead of out tracking down the REAL killer?    Ha ha ha!!!    #Murderer,0,0,24,109,0,0.0,0
The new world cup trophy.   #ShameOnICC . ,0,0,9,42,0,0.0,0
'''Those who protect you should save themselves''  .............Thats our duty....  👍👍👍🙏🙏🙏🙏🙏  #SaveTheDoctors  #DoctorsFightBack   #DoctorsProtest   #DoctorsStrike,0,0,23,163,0,0.0,0
The silence at the abuse our female colleagues face on a daily basis is deafening.     #DoctorsFightBack #doctors_against_assualt #DoctorStrike #DoctorsProtest #HEALTH #India #WomenInMedicine #women #WomenRights #HEALTH ,0,0,36,220,0,0.0,0
He’s a LIAR 🤥  McGahn needs to testify before he’s destroyed and goes to prison.  Just saying.  #TrumpIsATraitor #TraitorTrump ,1,0,27,127,0,0.0,0
Today is a contest between   #SuperArmy vs #terroristNationPakistan  It's a war between #125Billionprayer  vs #RainGod  It will be #Walkover or #Washout  #India-6 vs #Terroristan-0 ,0,0,33,181,0,0.0,0
Dear @MamataOfficial        #Bengal #NRSMedicalCollege #SaveTheDoctors #DoctorsProtest #DoctorsFightBack #DoctorStrike  @abpnewstv @republic @TimesNow @ZeeNewsHindi @Zee24Ghanta @CNNnews18 @IndiaToday @aajtak,0,0,31,208,0,0.0,0
Candle march by doctors of BHU to support the cause of NRSMC.Sir subderlal opd and elective ot also obesreved strike today on national protest day.#DoctorsFightBack #savethedoctors ,0,0,29,181,0,0.0,0
"I just want to wish a great man a very wonderful day...#HappyJohnMcCainDay.  Also, #HappyFlagDay! I’d like to take this time to also say #FuckTrump.",0,0,35,148,0,0.0,0
@MCW_Disruptor This is sickening! #FuckTrump,1,0,8,44,0,0.0,0
I support #DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeSaathDesh #DhoniAtCWC19 #DhoniVsICC ,0,0,12,93,0,0.0,0
@realDonaldTrump It's not a presidency it's a Trump crime spree. #TrumpIsATraitor ,0,0,16,82,0,0.0,1
Why don't you mention #doctor khatre main? #DoctorsFightBack #doctors_against_assualt #WestBengal ,0,0,16,98,0,0.0,0
I stand with him ...He always made us proud 🙏✌#DhoniKeepsTheGlove,0,0,13,65,0,0.0,0
So what will happen to all the tattoos now? Half the men would be  undergoing removal process #DhoniKeepsTheGlove,0,0,20,113,0,0.0,0
"@Femi_Sorry It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",0,0,42,223,0,0.0,0
@RandalBudzilo @USATODAY Swastikas are offensive to most civil people ...trumpturds disagree..#FuckTrump,1,0,17,104,0,0.0,0
Matt Gaetz wants “to be the conservative AOC.” Take a look at him trying #Resist #ResistTrump #FuckTrump ,0,0,22,105,0,0.0,0
Wezone Digital DVB-S2 Set Top Box 888A Free to Air Satellite TV Receiver 1080P with Dongle Full HD PVR USB HDD    #jpgecommerce  #OnePlus7IsHere  #JusticeForTwinkleSharma  #RahulGandhiWayanad  #DhoniKeSaathDesh  #BalidanBadge  #IndiaWithDhoni  #DhoniKeepsTheGlove ,0,0,37,264,0,0.0,0
Dhoni before today's match #IndvAus #DhoniKeepsTheGlove ,0,0,9,56,0,0.0,0
Tomorrow #INDvPAK  Toss Update:    Weather won the Toss and chose to Rain first      #ShameOnICC  #CWC19 ,0,0,19,105,0,0.0,0
"#SAVETHESAVIOUR movement will go down in history as one of the biggest movements in the history of India. It doesn't matter if the govt holds on to it's ego, we will be remembered as people who didn't bow down to fear and dishonesty.   #DoctorsFightBack   #Wewillnotbowdown",0,0,54,273,0,0.0,0
"#IndiavsAustralia, #ICCCricketWorldCup2019 Match Preview: IND Take On AUS Amid MS Dhoni's Glove Controversy    #DhoniKeepsTheGlove #INDvsAUS #AusVsInd",0,0,24,150,0,0.0,0
"Is there a registered #SexOffender,#Pervert, #Rapist, #Pedophile living in your neighborhood? Better to find out now than the hard way later. Know who they are and what they look like now. Once a #monster, always a monster.   #Awareness.",1,0,54,237,0,0.0,0
@realDonaldTrump @JedediahBila your source is a Fox and Friends co-host?     SAD!    #resisters   #TrumpIsATraitor   #TrumpColluded   #TrumpObstructed   #TrumpCrimeSyndicate   #trumpcorrupt,0,0,27,189,0,0.0,0
Does anybody else feel like “Wag the Dog” and “Weapons of Mass Destruction” are engaged and may or may not be having a baby????  #MakeItStop  #FuckTrump,0,0,36,152,0,0.0,0
@TomiLahren @realDonaldTrump ”I’d take it”  was @realDonaldTrump ‘s response when asked if he would accept information against a political opponent from a foreign agent.     He incriminates himself on a daily basis.     #IdiotTrump ,1,0,43,232,0,0.0,0
meth barbie  #TrumpsWorseThanNixon #ResignOrBeImpeached @realDonaldTrump #BillionDollarLoser #FakePresident #TrumpCrimeFamily #ImpeachTrump #TrumpMustResign @funder @SHSanders45 #StableGenius #BeBest #PutinsGOP #CadetBoneSpurs #TrumpsAnInternationalDisgrace #TrumpIsATraitor ,0,0,34,275,0,0.0,0
@RepMarkMeadows I believe they’re dealing with the obstruction of justice trump did - not the conspiracy to violate election law trump did nor the espionage trump did. #FixedItForYou #dickhead,0,0,35,192,0,0.0,0
It's ICC RAIN WORLD CUP 2019. Totally flopped.  #ShameOnICC #icc #CWC19 #RainStopsMatch ,0,0,19,88,0,0.0,0
@RED_IN_PA @aboyandhiscat1 @LindaMusgrove9 @johninphx @Real_AzKyle @TwistedOne96 @rogueranger23 @Randal68052371 @RickLRobbins @unctarheels5633 @judgejed1 @wwoodward921 @cyberwalkers @mystormee @saywhn @RobertBradleyJ2 @RomesburgJeremy @Long1Ryder @karoljeanne11 @01ravenking @hogmania2 @david92264 @SRex41563921 @KirolosSam @AnthonyGuidera @imthemommy6 @NationalistOf @staggerlee422 @kay89266490 @roseandkim @TakebackUSA2 @mysterypatriot7 @Pinkie_CLC @az_grl @donjean13 @NikkythaBee @LoveCovfefe2020 @az_movement @SuzieMcCloud @hummingbird102 @KittyCa29252463 @Jasmine8137488 @james960909 @RealReginaC @tonnabonnona @Psychictaxi @moonlitepath17 @shabeau2 @realDonaldTrump @POTUS .  I scrolled that #DoucheBag’s TL for about 2 min before I reported. EVERY SINGLE tweet was an attack on one of our peeps!  If that’s not “TARGETED HARASSMENT” then WHAT IS?,0,0,142,853,0,0.0,0
@GStephanopoulos @ABCWorldNews I purpose that we tweet #FuckTrump over and over. #VoteAgainst ALL @GOP #RemoveTrumpFmOffice #LockThemUp,0,0,24,135,0,0.0,0
"@michaelgove you screwed up both the education and the justice system and now you want to replace Vat? . You have no idea the implications of the financial cost, not only on purchases but the whole accounting system. #MichaelGove #dickhead",1,0,46,239,0,0.0,0
Surgeon Simulator- Bobs Getting His Brain Ripped Out  #fail #surgeonsimulator #surgeon #simulator #gaming #youtube #youtubegaming #murderer #quarkgames #pcgaming #indie #indiegame #LetsPlay #brain #funny #Complete  #epic #brainhealth   ,0,0,44,236,0,0.0,0
The notion that doctors are equivalent to God had hurt us(#Doctors) the most till now.people and media should avoid such notion #standwithNRS #DoctorsFightBack #DoctorsUnderOppression,0,0,31,183,0,0.0,0
Look @ d sun ☀ shine during #ENGvsWI  Match. It's a total conspiracy against all other team.  #England choose their venue where #Rain chances r Zero. How come eng never faced Rain?  CBI shud intervene n investigate against #ICCCricketWorldCup2019  #ShameOnICC ,0,0,50,260,0,0.0,0
I can never make it more than 10 minutes into #GhostAdventures before #douchebag levels peak and my eyes roll out of my head.   How are there so many seasons of this horseshit? 👻🙄,1,0,37,179,0,0.0,0
"@fawadchaudhry Yes he is going to fought war against the world top teams (we consider this as Mahabarath) , yes we admit that he is in England for playing cricket, this shows his patriotism toward the Indian army.  Is this isn't the huge issue #DhoniKeepsTheGlove",1,0,52,263,0,0.0,0
"India is batting first,so we all have to wait till evening to see if Dhoni wears same gloves with insighnia!! #😙MSD #BalidanBadge   #DhoniKeepsTheGlove",0,0,30,151,0,0.0,0
"Here is a question for the #Evil “Judge” in #Alabama, who gave visitation rights to a #Rapist and #Pedophile, allowing him to see his children ",0,0,33,143,0,0.0,0
"Now, this is #TwitterWorld? IS just #SICKENING ... We don't NEED A #Murderer here in #twitterworld! ",0,0,24,100,0,0.0,0
@LeftwardSwing We have our favorites. That said.....  #VoteBlueToSaveAmerica   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #VoteBlue #ResistanceUnited,0,0,20,155,0,0.0,0
We stand with dhoni infact India stand with him. #DhoniKeepsTheGlove ,0,0,12,69,0,0.0,0
"@BrianKolfage @realDonaldTrump did you mean *too* instead of *to*?..  C'mon Mister America, do you not know the difference between *too and *to?  #fucktrump  #fuckyocouch",1,0,38,170,0,0.0,0
@christopherhope If you see a Conservative Party leadership candidate fitting this description... #BorisJohnsonShouldNotBePM #PutRoryThrough ,0,0,18,141,0,0.0,0
".@AfridaRahmanAli to V Srivatsa, Sr Journalist: The statement, ICC has issued, talks about how reserved days couldn’t have been made because this would make the tournament very long. Is that an argument we should accept? #ShameOnICC ",0,0,47,233,0,0.0,0
Imagine being so suited to being Prime Minister of the United Kingdom that you refuse to be scrutinised.....just think about that for a second...sounds a little crazy doesn’t it...#BorisJohnsonShouldNotBePM,0,0,38,206,0,0.0,0
#Trump does a blinding flip-flop on earlier comments ...    “Trump said Friday that “of course” he would go to the #FBI or the attorney general if a foreign power offered him dirt about an opponent”    #LiarInChief   #TrumpisaTraitor   #TrumpIsADisgrace     ,0,0,47,258,0,0.0,0
@officialmcafee Suuuuuure ye have. #Dreamer #Rapist #Scumbag,0,0,12,60,0,0.0,0
Surprise me...   Union only an afterthought for Johnson.    #borisjohnson #BorisJohnsonShouldNotBePM ,0,0,14,101,0,0.0,0
We should not play #Pakistan on the 16th June 2019.   #Terrorists  #terroristNationPakistan  #KashmirAllOut   #PakVsIndia   #Indvspak,0,0,22,133,0,0.0,0
"@Tejasvi_Surya  @DVSBJP,@BSYBJP,@nsitharaman  Nirmala Madam Please check this video and take action tomorrow we all do sucide infront of CID office.If you dont promise our money back.  #TGSFraud   #DreamZGKFrsud  #realestatelife #IMAFraud    ",0,0,43,242,0,0.0,0
"@gps22487 @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack ",0,0,18,112,0,0.0,0
Tell someone who gives a shit. #Murderer ,0,0,9,41,0,0.0,0
Trump Administration to Hold Migrant Children at Base That Served as WWII Japanese Internment Camp.  #trump #BorderCrisis #migration #Immigration     Repeating history huh? Are the #Jews next?   #ImpeachTrump #FakePresident #FakePOTUS #fucktrump,0,0,42,245,0,0.0,0
"Does it have t be said... the president can’t call intelligence reports he doesn’t like “fake news”, and then turn around and expect US to believe intelligence reports that Iran attacked oil ships? ##NoWarWithIran #TrumpIsATraitor #trump",1,0,49,237,0,0.0,0
@RepSwalwell @realDonaldTrump Drunk again eh Eric? #douchebag,0,0,11,61,0,0.0,0
"Vegan food is not always necessarily more healthy. Vegan #Packaged food is MORE #DEADLY  than meat!  Do NOT be such a bandwagon jumping, gullible, #DickHead! 🐑  #ImpossibleBurger is NOT #healthy! #Processed is processed, #vegan or not!  Make your own #food!  #Alkaline #FreshFood ",1,0,61,280,0,0.0,0
#ShameOnICC@I hope All team will win trophy not from performance but will win from rainy day.....rain is fourth umpire... ,0,0,25,122,0,0.0,0
Nuf said. #fucktrump #NotMyPresident #LiarInChief ,0,0,9,50,0,0.0,0
"Vote #Johnson, get James Cleverly doing #PMQs for him every week. #WheresBoris #BorisJohnsonShouldNotBePM",0,0,19,105,0,0.0,0
"Susan Wright murdered her husband in 2004, she stabbed him 193 times and buried him under the patio.     Read more at -  #truecrime #blog #killer #murderer #crime #murder ",0,0,36,171,0,0.0,0
We support doctor’s movement against violence. Its time to show unity and fight for physical violence against doctors. Lets come together and build a healthy patient-doctor relationship.  #TREATUSASHUMANS #SaveTheSaviour #DoctorsFightBack #stand_with_NRS #SaveDoctors ,0,0,42,268,0,0.0,0
"Listening to #DerangedDonald go off on Germany, bitching about the Iran deal, making shit up about Venezuela, and how he’s always right. How in the living fuck did we get into this mess? #FuckTrump",1,0,43,197,0,0.0,1
Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor,0,0,12,73,0,0.0,0
@ProFootballTalk You broke our hearts Juice. #Murderer,0,0,10,54,0,0.0,0
Story of Simon Magus in the Bible: Acts 8:7-25    The following are modern-day Simon Magus (#Sorcerer) examples:    'David Blaine #Celebrity #Magic Compilation'  1.     'Perfume The Story of a #Murderer 2006'  2. ,0,0,43,213,0,0.0,0
STOP 👏🏼GIVING👏🏼OJ👏🏼ATTENTION👏🏼 #MURDERER,0,0,4,40,0,0.0,0
ICC is trying their best to stop dhoni from showing his love to army.Dhoni should retaliate by donating his one year income to indian army. #CWC19 #DhoniKeepsTheGlove #DhoniKeepTheGloves #DhoniKeSaathDesh,0,0,34,204,0,0.0,0
"@MedCrisis Thanks @MedCrisis for covering this. For years the working conditions at the government run hospitals remained the same. Being an alumni from Kolkata I feel sorry for my medical friends, seniors and juniors. @arjunkg @SauravChMD we support you #DoctorsFightBack",0,0,49,272,0,0.0,0
@ICC @ICCCAD @BCCI   Poorest management of #CWC19   Need to change venues  Please take a look of geographical  And environmental conditions  Not only on gloves.....  #ShameOnICC,0,0,31,177,0,0.0,1
"Labour MP Wes Streeting listed on Twitter the various occasion Boris Johnson made fantasy claims, broke promises and launched expensive ‘vanity projects’ as Mayor of London. Time to fact-check Boris Johnson’s mayoralty.  #BorisJohnsonShouldNotBePM  ",0,0,41,249,0,0.0,1
@ICC @MRFWorldwide This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19 😡😡   #ShameOnICC 😡😡,1,0,35,172,0,0.0,1
Please read &amp; Retweet so that this can reach to maximum people !     #Savethedoctors #SaveBengal #doctorsstrike #DoctorsFightBack ,0,0,23,134,0,0.0,0
@ANI Pull out of world cup    #DhoniKeepsTheGlove,0,0,9,49,0,0.0,0
Yesterday  Congress : blood donations are necessary blah blah blah   Today   Congress : snubbed on injustice on doctors in wb   Shame on u so called national opposition   #Thuuuuuuu #Congress #WestBengal #DoctorsFightBack #DoctorsProtest   #SoniaGandhi #RahulGandhi #priyankagandhi,0,0,43,281,0,0.0,1
So will #INDvAUS be with #BalidanBadge Glove or it will be #Balidan of Feelings of #MSDhoni... #DhoniKeepsTheGlove OR #ICC prevails... #CWC19 #ICCWC2019 Jo bhi ho All #india wants is Victory in #AUSvIND match... #IndiaWithDhoni #MenInBlue ,0,0,50,239,1,0.0,0
The Offiical Press release by Doctors   #Savethedoctors  #DoctorsFightBack @republic @TimesNow @MirrorNow @IndiaToday ,0,0,18,118,0,0.0,0
Butterfly Eco SS Water Bottles from Rs.145            #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,0,29,179,0,0.0,0
East Turkestan National Anthem    #Uyghur #FreeUyghur #EastTurkistan #StopChina #BoycottChina #Genocide #ウイグル #RT,0,0,20,113,0,0.0,0
"@ShashiTharoor Couldn't agree more.  Stop this atrocities on Doctors.  Have heard they are still diagnosing patients but not taking money since it will be unethical for them to take money during strike, but yet not defying there duty. Deserve respect.  #doctors  #DoctorsProtest   #DoctorsFightBack",0,0,53,298,0,0.0,0
