ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label,id
1901,"@USER @USER @USER @USER @USER culture of our nation"" culture exists? what culture is that, because it's not the American culture it once was.""",0.2110913802257425,0.0679475919345801,0,0,35,142,0,0.0,0,70046
1908,@USER hope you are having a great day honey. Can't wait to talk to you 😃 I love you 💕😘,0.058614689402143684,0.026759283185443152,0,0,23,86,0,0.0,0,38473
1909,@USER He is URL,0.07450025901897811,0.046812031263883426,0,0,5,15,0,0.0,0,65250
1916,"@USER And today they don't even wear hoods. They're actually proud to show their faces. Unless of course it's their  terrorist  wing the ANTIFA or their crybaby wing the  RESISTANCE"". URL",0.5496104005144239,0.5092610256940129,1,1,39,187,0,0.0,0,50236
1923,@USER @USER No people died because officials robbed n didn't do their jobs,0.4615476345244552,0.26180248212705975,0,0,16,74,0,0.0,1,21614
1926,@USER you are such a beautiful classy lady,0.07751765647688268,0.03188899042613788,0,0,9,42,0,0.0,0,58761
1953,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jesus inherited the sinful genes from sinful Mary. It was in Jesus blood to commit sin.,0.5244860124174012,0.2190450183391589,1,0,118,387,0,0.0,0,58219
1955,@USER You are a definite follow! O-H,0.058830604398281375,0.03120281791632406,0,0,9,36,0,0.0,0,60441
1957,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't forget @USER &amp; Democrat backed #Antifa,0.17881244568319504,0.07456762095982924,0,0,38,126,0,0.0,0,14122
1959,"@USER @USER @USER That's a black referring to a group. Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term. I'm thinking more of stuff like this:   URL  Antifa n word"" is quite a fruitful search.""",0.23484506502562155,0.11446747785879405,0,0,53,255,0,0.0,1,26424
1963,@USER He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL,0.24202643355734138,0.6897237499113225,0,1,37,190,0,0.0,0,38758
1968,@USER if i done what John Kery did i would be under the jail..just saying oncve you are no longer in a position in the gov't doesnt mean to continue illigally gooing around having meeting and talks with ppl you shouldnt even be in the same room with anymore.just saying!!we have LAWS!!,0.2662618740342962,0.390860861496421,0,0,60,285,0,0.0,0,10571
1970,Huge QDrop dump today. #WWG1WGA #QAnon #QArmy #MAGA #TheGreatAwakening,0.195286967894798,0.0865548263366264,0,0,15,70,0,0.0,0,92112
1975,@USER Frenkenstien needs to pay every dime back..she has stolen from the American people. She is a disgrace to the Senate and the people.,0.9064048769659998,0.9177460552422909,1,1,29,137,0,0.0,1,75880
1981,@USER no he came back to nyc w ducky,0.12210386546882639,0.0573875346753933,0,0,10,36,0,0.0,0,72741
1992,@USER Here' s a guy that's a reliable source of information. hHahahahahahaha. Just kidding.,0.09730458677433831,0.041384718846844165,0,0,20,91,0,0.0,0,32096
1993,"@USER Just wondering whether we should have another election if the wrong"" party get in because 36.9% of the electorate voted for the #Conservatives? Or when 35.2% voted Labour in 2005 (and won)?""",0.13279545682738436,0.10539454821778768,0,0,43,196,0,0.0,0,42090
1994,@USER Start with explaining why you think he is stupid rather than writing a question looking for attention.,0.8580062236483738,0.883336661780786,1,1,20,108,0,0.0,1,31958
1996,@USER A disgrace,0.9023517621357433,0.9272316200722838,1,1,4,16,0,0.0,0,16612
1998,"#Liberals don't like to be pushed around.  #Conservatives aren't supposed to be autocratic, we are.""  You know you're winning when they're shouting exceeds their understanding of rules based law.  Best way to watch Liberals heads explode is for Cons to be more unpredictable. URL",0.4519689394198062,0.309388746282377,0,0,56,279,0,0.0,0,86315
2000,@USER I’ve been following this doll since 06 and he is a STAR. I love you 😍,0.06614567579674105,0.029228987132791488,0,0,21,75,0,0.0,0,32277
2018,@USER @USER I'm talking about someone from a historical background and heritage of Guns. She a Roman catholic... They are generally all for gun control. You do your research sir.,0.2673603415021318,0.0816295023594713,0,0,37,178,0,0.0,1,66104
2024,@USER @USER She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL,0.17078441790183443,0.22708345000852098,0,0,39,196,0,0.0,0,86887
2026,@USER Imagine being stupid 😤,0.9075992615477203,0.9207896758909756,1,1,6,28,0,0.0,1,81605
2027,A Long Ass Blog That Might Not Make Sense URL,0.33388319359382174,0.6991003719660469,0,1,10,45,0,0.0,1,26171
2036,@USER @USER Have not spent one dime on NFL. NO TICKETS. NO MERCHANDISE. NO TV TIME. My Football Day is Saturday. College Gameday is incredible,0.0810821138238939,0.11422023834415349,0,0,32,142,0,0.0,0,15807
2037,@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.,0.8850863166532958,0.8984105540811843,1,1,69,292,0,0.0,1,67598
2041,@USER Help help liberals... sexual assaults with facts... where are You?,0.2362518224731331,0.4052427684748798,0,0,15,72,0,0.0,0,73339
2046,Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook  Nothing is going to happen until we get a new AG in November! @USER #MAGA URL,0.15604058394998574,0.14823205290885746,0,0,41,217,0,0.0,0,69147
2050,@USER Christianity is against abortion. It considers abortion as murder. Chelsea doesn’t under Christianity &amp; probably doesn’t even go to church.,0.46736214843087903,0.6187516380128154,0,1,31,149,0,0.0,0,57599
2058,@USER @USER Too bad Antifa crashes GOP townhalls.,0.3138139227983556,0.1183850968071675,0,0,11,49,0,0.0,1,75968
2062,"@USER Radicalism???  who's behind Antifa and other disruptive organizations causing havoc - your buddy George Soros.  Again, if you have a SPECIFIC accusation, you should bring it... all of your words are political rhetoric.  Nothing clear"" here.""",0.32279276809072066,0.279926903674316,0,0,50,247,0,0.0,0,59704
2063,@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL,0.801159122446967,0.6633146361066976,1,1,56,284,0,0.0,1,38005
2065,@USER Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.,0.8575892974712778,0.6341469194348063,1,1,26,117,0,0.0,1,64203
2072,@USER @USER @USER @USER @USER @USER I'm going to send an American wolf after those Antifa commies and Alt-Right fascists.,0.7833676401005331,0.5373448738938922,1,1,28,121,0,0.0,0,24457
2076,@USER @USER @USER @USER @USER @USER @USER @USER How blindly ignorant you are. Shameful people with the deep thinking you lack can vote,0.8372210942048932,0.8902942261220292,1,1,32,134,0,0.0,1,94383
2078,@USER @USER @USER Harris makes herself look very ignorant daily! #MAGA without them!,0.8209005803310303,0.6334386081504736,1,1,19,84,0,0.0,1,76336
2082,@USER He is NOT Supreme Court worthy,0.07024004744506827,0.0390849532919767,0,0,8,36,0,0.0,0,59721
2093,@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.,0.14959348553713087,0.08385286825809561,0,0,26,98,0,0.0,1,75575
2104,@USER You are too kind. Thanks Debs!,0.07263670636078698,0.0516059642927638,0,0,10,36,0,0.0,0,83285
2107,@USER My husband. He is also my first reader always.,0.07913912676160172,0.028220987129533043,0,0,13,52,0,0.0,0,82954
2114,@USER he is going extinct,0.5003662108720164,0.5681313024323198,1,1,6,25,0,0.0,0,67076
2123,@USER @USER @USER Exactly! She was sorry till she found people to cosign her bullshit. Idiots. The pair of them.,0.8658491854374257,0.9315248245581522,1,1,27,112,0,0.0,1,90181
2124,@USER i think its the hope for her abuser to get better that hits me. she is SO brave and strong to say she prays for him to see the light.,0.08882029240011773,0.35996858708544127,0,0,34,139,0,0.0,0,21334
2139,@USER @USER It's ashame that REPUBLICAN PARTY DON'T do anything about gun control after all these people have been killed for no reason it's ashame that REPUBLICAN PARTY DON'T do anything about cop killing the REPUBLICANS are trying to distract AMERICA,0.5470557675849321,0.7343100966418995,1,1,47,252,0,0.0,1,94688
2150,@USER @USER You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.,0.4671646345121159,0.4794427474501662,0,0,42,209,0,0.0,1,17763
2151,@USER @USER Dude... listen to yourself... igl is so much mure than just calling.. all the prepwork and everything.. yeah so niko called in one game or in one map... it’s like MIBR with cold n fallen... he is such an important player for this roster. 4 superstars and the team works. #KARRIGAN,0.10715685814233146,0.08024928317739854,0,0,66,292,0,0.0,0,23136
2164,@USER He just declassified FISA court info on Carter Page. He is a danger to 🇺🇸security. Loose lips sink ships is his motto,0.4017318125151562,0.5021362174706498,0,1,26,123,0,0.0,0,78060
2166,2 examples of the group newsletters we created on gun control in the USA. In our groups of 8 we split into partners &amp; were each responsible for researching &amp; writing one of the 4 sections. Miss Ross then helped to arrange our separate pieces to make one A3 sheet. #CurrentAffairs URL,0.1296780236598237,0.0755165848418069,0,0,60,291,0,0.0,0,95550
2182,@USER Doesn't Canada need it's comedians back.,0.11138611312353137,0.0886623504473337,0,0,11,46,0,0.0,0,64355
2188,@USER she is idk what's going on,0.08593913778914565,0.08717450515032082,0,0,9,32,0,0.0,0,16052
2201,Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA @USER @USER @USER @USER @USER @USER URL,0.8973359904266345,0.8961605324718682,1,1,40,135,0,0.0,1,95210
2202,@USER He is one crazy  person,0.9022656804095371,0.9392480969124418,1,1,7,29,0,0.0,1,40282
2207,#meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!!  Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL,0.6606377858467402,0.529232980214307,1,1,39,187,0,0.0,1,62826
2214,@USER @USER Gosh Alejandro you cheating on us.,0.7403151939064623,0.871857209696571,1,1,11,46,0,0.0,0,26215
2216,OHIO we have to make sure we get Jim Renacci elected for Senate. America is here for you.  Let's all #MAGA together - URL URL,0.10548666040323516,0.03527754690661163,0,0,29,125,0,0.0,0,74736
2219,@USER He is like  “Holy jesus fucken Christ”,0.8984996493220649,0.9401335814280749,1,1,11,44,0,0.0,1,20633
2220,@USER Fuck yeah!,0.07737810630263792,0.9413853105978564,0,1,5,16,0,0.0,1,32451
2222,@USER @USER @USER @USER Gun control is never sensible.,0.1285798394956995,0.06348236212647843,0,0,14,54,0,0.0,1,10725
2230,@USER Perhaps we have zeroed in on the problem with liberals. Their fruits and vegetables are unclean.,0.3643109748549986,0.5444191782775822,0,1,20,102,0,0.0,0,91244
2242,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!!,0.09947021388210704,0.05639203771103451,0,0,70,255,0,0.0,0,79996
2243,AfD * Like a BOSS * AfD-Ordner reagiert COOL * Antifa * Niedersachsen URL shakin that,0.3070982036463056,0.12912793722957544,0,0,16,85,0,0.0,0,47136
2244,@USER *🎵da na na na🎵* you found josh's sex life.,0.13998317845438804,0.2936069821474396,0,0,15,48,0,0.0,0,90329
2248,58 factory workers massacred in Salt Lake City with Intratec MAC-11. The NRA blames gun control laws.,0.2909808662149067,0.45768204742414087,0,0,19,101,0,0.0,0,61243
2251,*sings slowly* “I just want to see how beautiful you are.” 💓,0.08381536534965359,0.026784727778505265,0,0,16,60,0,0.0,0,64717
2253,@USER @USER Of course he will not. He is a strong supporter of ANTIFA and BLM.,0.05921025074128593,0.041152889217444866,0,0,20,78,0,0.0,0,63246
2254,@USER @USER Two words I thought I would never hear together #ticats and cornhole,0.25650593428169277,0.5481557809126933,0,1,17,80,0,0.0,0,55866
2255,@USER Exactly lol but smelling good is a must for me. Now if he get a NEW cologne then we talkin.,0.16532342260754543,0.04320403592344244,0,0,24,97,0,0.0,0,95370
2256,@USER @USER @USER @USER @USER @USER @USER @USER @USER I'll be running for the @USER selection.  Need to wait a few more weeks for that! 🙂,0.07230848267455776,0.061706143259033716,0,0,39,137,0,0.0,0,54036
2257,@USER @USER Well they will start banishing all acct's for promoting URL FB gave @USER Brandon a 30 day z-jail time. I'm sure tomorrow Apple/Jacks will do it too. Let's all just do it and see how many conservatives &amp; #WalkAwayMarch er's they shut down.poof FB begone,0.454033358122979,0.3225793308280615,0,0,59,269,0,0.0,1,43269
2268,@USER @USER @USER @USER lol she is such a troll im so glad she went away and all u trump supporters told her to GTFO. Thank god we got a real superstar in @USER who is going to actually fight for everyone no matter who they choose to vote for. Isn't she awesome! Please join us we rly need ur help!,0.5928196934254344,0.6070227274607036,1,1,71,298,0,0.0,1,89377
2275,@USER @USER Reading these comments..this dear boy was burned alive!!!! And some are still talking about gun control! My gosh people!,0.5698302098088234,0.5534614498334176,1,1,31,132,0,0.0,1,12762
2283,@USER @USER So What? We all have concerns on gun control but one man is not going to change our problem. It is much deeper than that.,0.21625970998773547,0.17140765934594931,0,0,32,133,0,0.0,0,91027
2287,@USER I can't drink. URL,0.17224145218469245,0.06590479361244143,0,0,8,24,0,0.0,0,95650
2298,@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right,0.6299169048149632,0.6221150257815661,1,1,27,130,0,0.0,1,29510
2303,#TalkLikeAPirateDay   UK SCURVY PIRATE @USER PLUNDERED #1950swomen 's state pension CHEST &amp; refuse to PARLAY  MAROONED us with NO GOLD DOUBLOONS only wormy biscuits  #1950sbornwomen will sail alongside blast a broadside &amp; make them walk plank ⚖️  #backto60 #onevoice URL,0.4980774020537532,0.29589072313373693,0,0,50,278,0,0.0,0,12151
2313,@USER Hopefully not.,0.1872812764198712,0.04073109280722783,0,0,5,20,0,0.0,0,76684
2316,After going through the system i cameto know that being a criminal (illegal) is most reputed and easy job rather than a simple (illegal) person.,0.6229970610593353,0.8303879042799654,1,1,30,144,0,0.0,1,58037
2318,@USER @USER Picked the fuck up,0.910146882583246,0.9405171690017882,1,1,8,30,0,0.0,1,86630
2323,@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,0.4946291128388554,0.7272980709806538,0,1,39,203,0,0.0,1,55515
2325,@USER @USER @USER U don’t think bad stuff happens to men in cars? Shit happens to everyone it’s just your mindset on how you deal with possible issues like that. You can’t spend your whole life worrying about something that most likely won’t happen to you. But it’s your life do ur thing haha.,0.2606246209223905,0.7547794500818209,0,1,71,293,0,0.0,1,58201
2326,@USER Trump doesn't want to have the FBI investigate Dr. Ford's claim b/c Ivana Trump  reported that Trump raped her.  A culture of dirty old sexual perverted men in the GOP and Neo Liberals doing the same thing to Dr. Ford as they did to Anita Hill. White men have no respect for women,0.7972412731250682,0.814569630608981,1,1,59,286,0,0.717,1,22263
2333,@USER call me a dog cause DAM... I got a bone for you nigga 😘,0.9126699493445315,0.937839972880389,1,1,17,61,0,0.0,1,82697
2336,"@USER How about he start some get informed"" classes for his uninformed players.""",0.1384617905689644,0.05665242530797385,0,0,17,80,0,0.0,0,64013
2337,@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity.  You fink your some kind of entity but your all a bunch of scared antifa PUSSIES wiv no muscle to see anyone you try to bully. Even that is pathetic.,0.9030807305488397,0.9411153004600163,1,1,50,226,0,0.0,1,28907
2347,@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.,0.20593424154536943,0.14743239045468012,0,0,63,297,0,0.0,1,11200
2353,@USER That solved the problem in Chicago alright!!  I wish these “leaders” would think up something different to get attention.   Gun control is getting old.,0.20601409936270568,0.19887977279127325,0,0,32,157,0,0.0,1,65418
2358,@USER She is Evil!  How dare her.,0.35384673705697484,0.9096665526653375,0,1,10,33,0,0.0,1,28428
2362,@USER @USER Good,0.16132023775174625,0.05242456596260685,0,0,5,16,0,0.0,0,38074
2365,@USER She is a bit skeptical... Her past relationships were rather challenging and she clearly has not the best experiences.   This is why she always wants to be sure. URL,0.06430005451227755,0.057334731130730184,0,0,34,171,0,0.0,0,92743
2373,@USER Blow hard,0.2364280757651177,0.3290682275086381,0,0,4,15,0,0.0,0,74358
2382,@USER @USER @USER I state my opinions and can provide examples to support them. You haven't been able to do that. It doesn't matter to me how or if you accept what I say. That's what you don't seem to understand. Your views are your business - not mine.  #MakeAmericaGreatAgain #MAGA #USA🇺🇸,0.11546110031516475,0.04958902298403173,0,0,67,290,0,0.0,0,49960
2384,@USER So much respect for that man wherever he is.🔴⚪️,0.04663804002318764,0.03228325893338436,0,0,11,53,0,0.0,0,84688
2387,"@USER Nonono no. No. People who fat-shame do not give the slightest shit about someone's health""  You do not know about anyone's health just by looking at how big they are. You are not their doctor. I know many super healthy fat people and horrifically unhealthy skinny people.""",0.6967326720505195,0.9244152093213263,1,1,58,278,0,0.0,1,26284
2388,"@USER It's hard to believe you are 39.  I remember you as the cute first daughter"" in the White House.  I voted for your dad twice.  You have been a true force for good.  Thank you.""",0.07309852669339488,0.031026179391839787,0,0,45,182,0,0.0,0,75943
2390,@USER @USER I bet more gun control is your answer.,0.1831549075414201,0.06036300615487025,0,0,13,50,0,0.0,0,31237
2392,@USER Hey Woodward: You are a silly old fart and do not know what is going on in the White House.  You are the one who has reached a mental stage yourself of Alzheimers,0.8767399486507546,0.9354645234007783,1,1,37,168,0,0.0,1,58307
2393,@USER @USER Well John started the nuke button hit being an AntiAmerican hater and well Trump is gonna desecrate the liberals agenda and the results will be awesomeness 👉🏻🇺🇸🕊,0.5338835348432651,0.5191404224385167,1,1,32,173,0,0.0,0,66943
2395,"@USER It's called FDS or otherwise commonly known as not getting your way"". Antifa members hard at work. 😂""",0.1770981534389491,0.07602950899944855,0,0,25,107,0,0.0,0,33337
2399,@USER He looks just like Fred with a moustache. HA HA,0.5590493253529065,0.07139671936111433,1,0,13,53,0,0.0,0,73295
2400,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly but they’ll never put him on tv 📺,0.13488983633522753,0.0751764027608316,0,0,111,341,0,0.0,0,94740
2408,An Anonymous message to #Antifa #Q #QAnon #TheGreatAwakening #CommieClowns #ResistanceRises #Resistance URL,0.2287158989945649,0.05460060578165239,0,0,19,107,0,0.0,0,13136
2410,@USER I was actually thinking you were joining antifa.,0.07928157999438143,0.03146960177152604,0,0,11,54,0,0.0,0,42047
2415,@USER .@USER can’t leave fast enough.  It’s “conservatives” like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!,0.27149306549565205,0.11417084629384412,0,0,39,170,0,0.0,1,66566
2422,@USER @USER Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.,0.29103123768201794,0.36718518325509536,0,0,37,205,0,0.0,0,95305
2429,@USER She is really good for him and told him how he needed to straighten up. I like her and I like them together. Sometimes you just need someone who calls you out on your sh*t so you can become a better person 💖,0.10484336403025446,0.6840530033499874,0,1,49,213,0,0.0,0,91223
2434,"@USER @USER @USER @USER @USER @USER Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"" to see the hate spewed from #Antifa and how that is wrong.""",0.5657711380541799,0.45413926898278195,1,0,73,310,0,0.0,1,98054
2435,@USER Ohh shit 😦,0.9011839376121235,0.9381240142763573,1,1,5,16,0,0.0,1,36059
2437,@USER And their last hit and ounce of relevance? #NetherlandsTaxHaven,0.11742024269425369,0.05232762684639324,0,0,13,69,0,0.0,0,32343
2441,@USER @USER @USER @USER @USER @USER URL  it's been widely reported... this is just one source.  only those with a vested interest in the status quo would willfully ignore the issue.,0.11797800859538263,0.06699521925180513,0,0,41,181,0,0.0,0,46810
2444,"@USER @USER @USER @USER REMEMBER THE LIBERALS"" FOUGHT FOR OUR FREEDOM THE CONSERVATIVES SIDED WITH THE BRITISH.!!""",0.2840295634703579,0.34505009540235737,0,0,25,114,0,0.0,0,17380
2447,@USER @USER @USER I don’t think he is a sociopath.  I think he knows what he did and he knows he is lying.,0.8415654047865823,0.8767927060399773,1,1,30,106,0,0.0,0,47148
2448,#serenawilliams yes she should be boycotted.  She is a nasty bit of work.,0.7669488421351275,0.9078855030615778,1,1,16,73,0,0.0,1,78769
2452,@USER @USER She now THINKS she is a political activist the same way she THINKS she can act,0.1061334359169432,0.04264239187260209,0,0,20,90,0,0.0,0,29624
2453,@USER @USER @USER Lindsey... Sean Hannity talks to an echo chamber simply to hear himself.  He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience.  He really is a laughable fool for Trump..,0.851397665428392,0.7180510120414275,1,1,57,289,0,0.0,1,12695
2459,@USER @USER you are awesome! Thank you. You give humanity hope!,0.05350214919532269,0.03782128658136544,0,0,16,63,0,0.0,0,10253
2461,@USER And niggas still gonna complain about geno ffs,0.9157335925814537,0.9384632635880473,1,1,11,52,0,0.0,1,25737
2464,@USER He is also still behind,0.08756383952305867,0.033621220533242305,0,0,7,29,0,0.0,0,32689
2483,@USER Joe’s number one rule is respect 90. WC did not. I love the kid. He is kinda gassed. Frustrated that hitting went bad after all star game. He will learn from it. Go Cubs!,0.5577775563716295,0.6822033387035928,1,1,45,176,0,0.0,0,18055
2488,@USER But they promise free stuff from the magic money tree 🙄🙄😂😂😂😂 #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸,0.1500288243424251,0.05525964762750051,0,0,16,81,0,0.0,0,18479
2490,@USER They been had open world spider man games tho. We need a avengers game with all of them niggas,0.9017477678631269,0.9062390518857071,1,1,22,100,0,0.0,1,80975
2493,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! #MAGA 🇺🇸😀💕🇺🇸 DEAN !  @USER URL,0.29113199603534984,0.05654813492876744,0,0,54,197,0,0.0,0,64577
2498,.@USER won this round. Yucker ALWAYS interrupts his guests and it didn’t work this time. He is so rude. #MichaelAvenatti URL,0.8319637828217654,0.6955965823115747,1,1,29,124,0,0.0,1,36520
2504,@USER He should have done that with Obama,0.118589096576328,0.0345210609671482,0,0,9,41,0,0.0,0,23691
2509,@USER a few comics i never met i REALLY want to meet now and he is one of them ha,0.07675297471541435,0.039974774711098934,0,0,21,81,0,0.0,0,57137
2523,@USER @USER Corbyn and Abbott won’t get in so the conservatives will win again 👍,0.09276993704930636,0.043163685325855024,0,0,19,80,0,0.0,0,41129
2530,@USER @USER she is a bad girl ! bad bad gril :),0.7526948888322952,0.8945133395967649,1,1,15,47,0,0.0,0,98800
2537,@USER @USER @USER They won’t be the last. Ford supports them and Levi’s has come out for gun control. Corporate America is going to take our country back.,0.1576549093940152,0.2877678157610531,0,0,38,154,0,0.0,0,24889
2550,@USER Privat just means between B XVI and the Cardinal. Agree though he should not be out and about. Should be in seclusion for the 'prayer nd meditation' and only private mass. Nuncio was making molehill into mountain for the Old Guard of conservatives to oust Francis.,0.1586951851359601,0.2036283376786322,0,0,53,270,0,0.0,0,81817
2556,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hope she is ok.,0.04560694331894756,0.06859986315931121,0,0,101,303,0,0.0,0,17209
2558,@USER Please shut up Ontario is seeing what conservatives stand for @USER is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike.,0.59923598312113,0.6867378191331188,1,1,53,276,0,0.0,0,44448
2561,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA,0.08181271217150778,0.06330840790205786,0,0,50,152,0,0.0,0,30789
2568,@USER @USER @USER @USER @USER No we don’t! There has been videos of Trump supporters blocking kkk and sending them away! We don’t accept racism. He said “There are fine people on both sides”. That includes antifa but go ahead and pick and choose your information.,0.15203224162217424,0.22299611239168857,0,0,62,263,0,0.0,1,84020
2575,".I think it's time we stopped being polite to and about the Left. They are not good people, they are walking filth. Small l"" liberals are their stooges, who don't see they are being used to destroy this country.""",0.7851850694778472,0.8724017385395948,1,1,48,212,0,0.0,0,34664
2580,@USER Come on CNN.  He literally introduced himself.  The guy is a public figure for gun control.  Call him out!,0.2576716685126785,0.06494939713184543,0,0,25,112,0,0.0,1,84029
2581,@USER @USER @USER @USER We have thousands of gun control laws. Which ones aren’t “sensible” enough for you?,0.17546741857919826,0.0910178735495945,0,0,28,107,0,0.0,0,13485
2583,@USER you do when you are disconnected of social networks? #AskAlly,0.14223189500989633,0.04320403592344244,0,0,14,67,0,0.0,0,69234
2602,@USER It sure is. Hope he is in the grand final side,0.05355162356583116,0.03785684055232037,0,0,14,52,0,0.0,0,72890
2603,@USER Are @USER now criticising @USER policy in England where standardised testing is used in the equivalent of P1.   Is this the start of a Tory civil war?,0.19868535379042523,0.14116297998248356,0,0,33,156,0,0.0,0,19878
2604,@USER Antifa is Israel's thug squad in America,0.22126654194789733,0.8952482522029788,0,1,10,46,0,0.0,1,43322
2605,@USER There already is gun control tho...,0.22034244704294065,0.10443164747375973,0,0,9,41,0,0.0,0,66290
2610,@USER He is Jesus,0.07450025901897811,0.03308597838870413,0,0,5,17,0,0.0,0,41255
2614,@USER @USER Not now Hell no he offered that last year no go now.,0.1125513192679243,0.4787725330488701,0,0,17,64,0,0.0,1,72508
2619,@USER @USER Obama done nothing fix the problem while in office?  Now going about telling stories. Trump have being able to restore hope on gun control,0.14098548152782373,0.11566072251172414,0,0,30,150,0,0.0,1,63195
2620,@USER Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It  makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!,0.3206085499886402,0.4204268939545623,0,0,61,283,0,0.0,1,48012
2624,@USER @USER Thanks. I'm gonna test out herc again with limit broken white rose ce equipped on Raikou,0.38304253261965815,0.04123002732480652,0,0,23,100,0,0.0,0,63585
2633,@USER                          Good day Sir. How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman. I am glad you have ignored most of the mud slinging targeted at your person by the presidency.,0.11596071825396677,0.07100922157325491,0,0,54,266,0,0.0,0,27646
2636,@USER Guilty old perv,0.8952940338056005,0.9351691173093177,1,1,5,21,0,0.0,1,54929
2641,@USER @USER @USER You forgot the sarcasm tag kid. Some people are ignorant enough to think you are serious,0.8539127529517044,0.8097277575071378,1,1,23,106,0,0.0,1,50999
2642,@USER You should take this picture down you destroyed one of my all time favorite Comedian/Actors @USER URL,0.6334244360295698,0.3994601851177184,1,0,20,107,0,0.0,0,22286
