,ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,label,id
728,3613,@USER  I don't agree with you. But if you want to see a real damsel in distress play the fucking marry Jane missions. They are soooo boring . she's so stupid. URL,0.9320214783394978,0.3867344944500545,1,0,38,162,1,10922
729,3614,@USER She is the size of a stadium,0.42073346290810676,0.3867344944500545,0,0,9,34,1,17581
730,3616,@USER Holy shit this is sick :0,0.9307105874853784,0.3867344944500545,1,0,8,31,1,99287
731,3631,@USER Shit getting out of hand,0.26203846617159987,0.3867344944500545,0,0,7,30,1,56146
732,3632,--------&gt;The American Revolution would never have happened with gun control. #USConstitution,0.20513692444762335,0.3867344944500545,0,0,20,95,0,13331
733,3639,@USER @USER Come on! Even 35 years later and don't remember any actual details of the event?  this is nothing but another liberal doing whatever it takes to stop a conservative. The real SHAME here is seeing what liberals will do to get their way. U should be the one that should feel ashamed,0.5826468915477605,0.3867344944500545,1,0,61,292,0,48076
734,3647,@USER @USER @USER One word: Antifa.,0.19140323609177076,0.3867344944500545,0,0,11,35,0,77611
735,3652,#qanda what happen to the predicted fall of Society after  SSM. Only the religious conservatives right     are the ones  running a muck in government.,0.755546822676032,0.3867344944500545,1,0,27,150,1,27133
736,3659,.@USER Congratulations! Thank you for being a role model for so many young conservatives. The conservative movement cannot thanknyou enough.   Thank you for everything you have taught me. URL,0.07921032410902436,0.3867344944500545,0,0,36,191,0,28265
737,3660,@USER @USER She is the gift 🎁 that keeps on giving!  We conservatives just love her !,0.050752391610180116,0.3867344944500545,0,0,20,85,0,38163
738,3665,@USER @USER Yh he is,0.10266400957336541,0.3867344944500545,0,0,7,20,0,95675
739,3666,@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,0.5847158664952972,0.3867344944500545,1,0,24,120,1,87003
740,3672,@USER CP24 as usual interviewing only liberals with negative reviews.,0.14792406729052063,0.3867344944500545,0,0,12,69,0,90547
741,3673,@USER We would rather keep Bieber than Trudeau. You are welcome to Trudeau,0.09154440327549157,0.3867344944500545,0,0,15,74,0,25781
742,3677,@USER You are fake news,0.3536374396159418,0.3867344944500545,0,0,6,23,1,77225
743,3687,@USER @USER @USER We'll stop when the Democrats stop using the victims of school shootings for their gun control agenda.,0.44694727762238123,0.3867344944500545,0,0,25,120,1,24917
744,3690,@USER  State Sponsored Kids Protesting the 2nd Amendment?  Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control  URL  ',0.46693674662887175,0.3867344944500545,0,0,41,234,1,50737
745,3691,@USER lmao i really didn’t know him before that at all 😂,0.14294825002304962,0.3867344944500545,0,0,15,56,0,84823
746,3697,@USER Everyone is at home taking a knee to the NFL.,0.10217025725617147,0.3867344944500545,0,0,13,51,0,36143
747,3705,@USER You hear something he is not saying  but they did drink supposedly at that school in the 80s which was  18 in 79. This tales is 1982 when limits moved to 21 but there is a girl 15 accusing a boy 17 of everything but sex. If you think it is rape prosecute it. Do not imply boy lies,0.4242628929352463,0.3867344944500545,0,0,64,286,1,48774
748,3707,@USER  Hi Brit. I was notified by Twitter account @USER that he placed me on 2 of his TARGET lists....Terrorist (LOL)...and Antifa (not so funny).  He's got high profile people like you on his list and then he's got random citizens on his lists. I have notificed @USER,0.1648859261014417,0.3867055433214176,0,0,64,268,0,56035
749,3739,@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???,0.5561359321940574,0.3867344944500545,1,0,68,288,1,41918
750,3742,@USER Yea I think so! She is for the time being thanks for asking :),0.0961951628320589,0.3867344944500545,0,0,18,68,0,94076
751,3743,"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."" URL",0.32100751889439366,0.3867344944500545,0,0,26,144,1,55287
752,3745,@USER It’s not bizarre. It’s smart business. He is gonna get paid by someone next year and is saving his body in the process. Yes Connor did well. But it’s because the Browns didn’t gameplan for him like they would Bell,0.07776242408812063,0.3867344944500545,0,0,55,219,0,44261
753,3746,@USER @USER @USER @USER @USER @USER Perhaps asking Miss Rao directly would be a start? Manners Isaac.,0.09999630577091607,0.3867344944500545,0,0,25,101,0,74387
754,3756,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Follow everyone on this tweet. We have to fight Twitter AND the Democrats!,0.10158944591881587,0.3867344944500545,0,0,57,200,0,71376
755,3761,@USER All this division in our nation is utter nonsense.,0.9131358342783976,0.3867344944500545,1,0,12,56,1,78129
756,3769,@USER @USER Imagine having a “don’t tread on me” avi while simultaneously allowing both antifa and the police to tread on you.,0.12656909892932988,0.3867344944500545,0,0,29,126,0,48644
757,3772,@USER A letter she wrote was used as an exhibit by the ACLU in their lawsuit against the Trump administration on family separations at the border. She sounds connected. URL,0.11920292202211753,0.3867344944500545,0,0,33,172,0,14670
758,3774,@USER I hope they were Reporting on Gun Control,0.16704874692976218,0.3867344944500545,0,0,10,47,0,78424
759,3775,@USER and @USER you need to find this lady! Do your thing. She is a terrorist waiting to strike. URL,0.8461332446304293,0.3867344944500545,1,0,25,100,1,30611
760,3791,@USER Hahaha... lunatic liberals are just too busy virtue signaling that they still don't get it. URL,0.2116204082123608,0.3867344944500545,0,0,21,101,1,29176
761,3801,So summer camp is relatable to detention centers? Liberals will paint any picture to get a non-existent point across. #maga URL,0.20465963465754167,0.3867344944500545,0,0,24,127,0,70580
762,3803,2019 tours will include flights and hotels.,0.15027805746752934,0.3867344944500545,0,0,8,43,0,90231
763,3804,URL great video by #kanebrown showing his appreciation for our military #WeStandTogether #maga,0.07362963228775306,0.3867344944500545,0,0,16,94,0,70110
764,3809,@USER looks so so good 🔥🔥🔥🔥🔥 URL,0.0635985790476615,0.3867344944500545,0,0,8,32,0,30496
765,3823,@USER Why are people exressing 'shock' at what a majority government does when in government? This is a fact of life. I.E: Check out what the Liberals both previously provincially and currently federally did and do. Hello.,0.15316878241935267,0.3867344944500545,0,0,44,222,0,63616
766,3825,@USER @USER @USER @USER @USER U liberals ALWAYS pull the race card... I see TRUTH NO MATTER WHAT SKIN COLOR!! THEY SOLD US ALL OUT! U WOULD KNOWTHAT IF U RESEARCHED TRUTH,0.21625970998773547,0.3867344944500545,0,0,41,170,0,39880
767,3826,"@USER I'm pretty sure most of your #MAGA supporters do not have any new found wealth"". I assume you're referring to your fellow billionaires that you gave a huge tax break to.""",0.11047115389487246,0.3867344944500545,0,0,40,176,1,60631
768,3830,@USER This is what conservatives think a genius looks like. LMAO,0.8119743902597265,0.3867344944500545,1,0,13,64,1,71656
769,3832,@USER You mean like Hollywood actress .@USER ? She supports #Antifa and uses their handbook as her profile pic. Rants about #MeToo yet her brother Alexis Arquette was abused as a child and she is silent about it 👎🏽 #Hypocrites #LiberalismIsAMentalDisease URL,0.3751340058658478,0.3867344944500545,0,0,50,258,0,16109
770,3834,@USER She is the reason I’m getting my life together lol,0.08119132311251921,0.3867344944500545,0,0,14,56,0,87533
771,3835,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Low blow or blow job. Lmao,0.14854056798294435,0.3867344944500545,0,0,109,330,1,48516
772,3837,@USER People need to get a life. She is a beautiful lady doing her job. They need to leave her alone and leave Tessa alone. Doesn’t matter what you are everybody needs to show love not hate.,0.3132096615361948,0.3867344944500545,0,0,44,190,0,58145
773,3850,@USER Most men are decent and respectful so how is it that the so-called conservatives have such a knack for finding and elevating sexual predators?,0.48297777237877126,0.3867344944500545,0,0,27,148,1,18365
774,3851,@USER A candidate for governor that is friends with an individual that supports ANTIFA? #trump #MAGA #Syria #Israel #AlternativeFacts #WalkAway #WalkAwayFromDemocrats #LiberalismIsAMentalDisease #NEWS #Kavanaugh #sugardaddyneeded for Democratic socialists=taxpayers Working Families URL,0.11417084629384407,0.3867344944500545,0,0,44,286,0,63865
775,3855,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Go take Economics......We'll wait😒,0.09964530370754653,0.3867344944500545,0,0,107,334,0,27956
776,3863,@USER @USER Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans URL,0.15021571725335264,0.3867344944500545,0,0,29,160,0,22280
777,3870,@USER Aye nigga👀,0.30149056564002624,0.3867344944500545,0,0,4,16,1,23178
778,3873,@USER Something went down she is hiding.,0.16184943726558834,0.3867344944500545,0,0,9,40,0,85048
779,3886,@USER To be very honest it’s also wrong to disregard stats. Hazard is an attacker and isn’t pegged with any sort of defensive duties. He is always with the ball (as the main man/his’ style) so if his G+A stats aren’t as good as people expect they have every right to question his rating,0.17314834880114274,0.3867344944500545,0,0,66,286,0,77514
780,3887,@USER Arrest everyone of them! We should be doing the same to ANTIFA when they block roads!,0.24621603173464815,0.3867344944500545,0,0,20,91,0,62703
781,3890,@USER @USER @USER I love Donald Trump our president of the USA..MAGA..,0.08667071157063862,0.3867344944500545,0,0,18,70,0,77236
782,3897,@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now,0.8455602421299269,0.3867344944500545,1,0,29,139,1,15446
783,3900,@USER @USER @USER No gun laws have prevented the violence in Chicago or DC where laws are far more strict. Gun control laws lead to the deaths of innocent people who can’t protect themselves from criminals.,0.34753711019190425,0.3867344944500545,0,0,43,206,0,27508
784,3903,"@USER @USER @USER And civil rights,"" like the 'right' to kill your own child transcending a child's right to life...from the same people that insist on more stringent gun control laws to 'save the lives of children.' Let that sink in...""",0.43662954651101565,0.3867344944500545,0,0,54,237,1,35183
785,3904,@USER @USER Latino Conservatives=Self-Hating Freaks,0.2896730145204333,0.3867344944500545,0,0,7,51,1,71996
786,3913,@USER @USER @USER She is a victim. Terrible.,0.5776219441381903,0.3867344944500545,1,0,13,44,0,82394
787,3921,@USER Plenty of ppl work a full shift and still manage to find their way home correctly. This bullshit is not flying with the public.,0.9075992615477203,0.3867344944500545,1,0,28,133,1,17119
788,3922,@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself,0.8390757441161931,0.3867344944500545,1,0,19,86,1,40574
789,3926,.  ♥️ Levi Strauss &amp; Co. is donating more than $1 million over the next 4 years to nonprofits &amp; youth activists working to end gun violence by establishing the “Safer Tomorrow Fund” &amp; partnering with gun control group Everytown for Gun Safety.   #Levis #NeverAgain #GunSenseNow URL,0.32502491771357556,0.3867344944500545,0,0,60,293,0,64731
790,3930,@USER Disgusting,0.2579052299806476,0.3867344944500545,0,0,3,16,1,25991
791,3932,@USER @USER You are amazing. I admire you so much for always being able to raise above the ugliness &amp; hatred. You show us what grace is.,0.6497453195816811,0.3867344944500545,1,0,34,140,0,18747
792,3934,@USER @USER @USER Here your proof!  Our African 🇺🇸 friends don't get free college.  The Demoncratic are putting illegals over 🇺🇸 ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged,0.8296300758720911,0.3867344944500545,1,0,55,292,1,13874
793,3936,@USER ME BITCH I WILL,0.3364945582191311,0.3867344944500545,0,0,6,21,1,79448
794,3942,@USER @USER You're shocked to hear that liberals want to centralize power at the federal level?,0.14193429869145208,0.3867344944500545,0,0,20,95,0,38561
795,3945,@USER @USER Glad to follow Don. Great that he is Trump supporter.,0.07910355002767885,0.3867344944500545,0,0,16,65,0,97781
796,3951,@USER If you look it up it will tell you how they did the study he is right,0.12273335033624269,0.3867344944500545,0,0,19,75,0,71105
797,3956,.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! URL,0.4758260520906185,0.3867344944500545,0,0,50,193,1,12748
798,3957,@USER @USER @USER How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA URL,0.20083182877979186,0.3867344944500545,0,0,30,149,1,29523
799,3963,@USER She is 100% lying. But you don’t understand the mind of a leftwing nutjob liberal. They are a cult. Money means nothing to them. It’s stopping trump by any means,0.8954312726147836,0.3867344944500545,1,0,41,167,1,41007
800,3964,@USER Freedom of speech is only if you agree with the Left,0.13072868194347032,0.3867344944500545,0,0,13,58,0,85780
801,3967,"@USER JUST LIKE A PLANTATION, White Liberals have Black people under their thumb and any Black person that tries to get out from under their Old Order"" is considered one of them uppity Negroes, too smart fer his britches. They get all the other good lil Negroes to teach em a lesson.""",0.5021057004416636,0.3867344944500545,1,0,59,284,1,20599
802,3972,@USER Good shit,0.943659904602972,0.3867344944500545,1,0,4,15,1,32810
803,3982,@USER @USER Prove your claim or be exposed as the lying piece of shit you are.   Meanwhile... URL,0.93096207182521,0.3867344944500545,1,0,22,97,1,82217
804,3986,@USER UR SO FUCKIDNG PRETTY PERHAPS I SHED TEARS URL,0.3512137046635455,0.3867344944500545,0,0,11,52,1,56957
805,3991,"#NowReading: A human rights crisis"" via @USER URL",0.22511836041838254,0.3867344944500545,0,0,12,49,0,73350
806,3993,@USER thanks Joe!!! my sanity was forsaken a looong time ago hahaha,0.15310545910810566,0.3867344944500545,0,0,16,67,1,66125
807,3997,"@USER This man is one of the most intelligent highly accomplished Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for inspiration bc to them he doesn't exist URL",0.18469397290718964,0.3867344944500545,0,0,63,291,0,16042
808,4000,@USER But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR!,0.32874489690969544,0.3867344944500545,0,0,18,74,0,95225
809,4009,@USER Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today.,0.257624972794145,0.3867344944500545,0,0,29,165,0,44019
810,4012,@USER Liberals still support this joker?  Everyone smart is obviously a conservative.,0.8852848167641199,0.3867344944500545,1,0,15,85,0,42012
811,4016,@USER He wants to be the senator of North Mexico.,0.1614524064731903,0.3867344944500545,0,0,12,49,0,24337
812,4029,@USER @USER These are sick ass people URL,0.9285385081933417,0.3867344944500545,1,0,10,41,1,16298
813,4030,@USER @USER @USER You two are nothing but attention seeking whores. Start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,0.9157335925814537,0.3867344944500545,1,0,34,191,1,83819
814,4037,@USER Ya know how many ppl have pot in their homes?! So fukn what? The cops are trying to get their buddy off! She is a murderer!,0.9049029445107043,0.3867344944500545,1,0,33,129,1,99986
815,4038,@USER @USER @USER @USER I cant even imagine it. I think they would boot her off. She is the craziest reality star of all time.,0.8299748763757888,0.3867344944500545,1,0,32,126,0,44732
816,4041,@USER @USER @USER @USER @USER has anyone realized chuck is trying use blue in his twitter account and not specify weather he is dem or rep? He is being deceptive of who and what he is so people may pic him not knowing what party he associates with,0.24256428978896627,0.3867344944500545,0,0,54,247,0,66421
817,4043,@USER @USER that's hilarious.... let those #PuertoRicans legalize pot so they can forget about their problems after #HurricaneMaria...🇺🇸💵😏🤣  #ThursdayThoughts #ThursdayMotivation #resistance #resist #MAGA #Military #veterans #TCOT #ThisIsAmerica URL,0.37019693130927905,0.3867344944500545,0,0,45,249,1,32210
818,4061,@USER @USER Dr Merck just following orders. Abysmal little pharma troll he is.,0.8982767811652536,0.3867344944500545,1,0,17,78,1,80694
819,4068,@USER I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state 😂,0.915280347731072,0.3867344944500545,1,0,57,248,1,98653
820,4074,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all! Please follow back! #MAGA #KAG #RedWaveRising #ConfirmKavanaugh #WalkAway #follo4follo #TrumpTrain,0.07075196973880456,0.3867344944500545,0,0,121,412,0,70628
821,4079,@USER @USER Leaders must do much more on gun control overall.  Protect our young people.,0.16749083115888255,0.3867344944500545,0,0,19,88,0,44526
822,4080,@USER White liberals like you and your colored ilk are easily worse than bigots. You are nothing but a coward and victim-hood enabler who wants to keep my kind impoverished via welfare and identity politics. Thank God more people are seeing your evil for what it is,0.9159593884426319,0.3867344944500545,1,0,50,265,1,21059
823,4087,@USER NINE NINE!!! I love that show so much! OMG URL,0.09396859983967432,0.3867344944500545,0,0,16,52,0,33546
824,4089,"@USER Anne Coulter. Oh, and Jack Abramoff. You kids were stupid enough to be courted by Conservatives"" when they showed up on U.S. campuses, back in '80.   So, there's two...""",0.7858842850744981,0.3867344944500545,1,0,41,175,1,14880
825,4099,@USER @USER @USER @USER @USER im no one special or affiliated with @USER they’re just my favorite team I believe it was personal &amp; financial here is my take he obviously had some issues with management &amp; @USER had to set a presedent &amp; at the rate he is going he is going to command big $$$$$,0.07477004290796138,0.3867344944500545,0,0,76,303,0,98980
826,4109,"@USER I'd argue it's pointless to keep asking him the questions in the first place, what else is he supposed to say? And speaking of running with a quote, I don't believe I said I liked it in any way. You can tho"" 😒 . See, this is how things get misconstrued.""",0.16630273024920522,0.3867344944500545,0,0,64,260,0,84961
827,4111,@USER  #ProteccKaiser He is a fucking sweetheart and DESERVES THE WORLD GODAMN IT,0.921781129173075,0.3867344944500545,1,0,15,81,0,25061
828,4113,@USER @USER You mean Antifa ?,0.1921221821006288,0.3867344944500545,0,0,8,29,0,79941
829,4121,@USER @USER Hugs 🍎❤🍏 #maga  💯🇺🇸🇺🇸🇺🇸 URL,0.322445970086841,0.3867344944500545,0,0,10,39,0,42100
830,4125,@USER Bernie! You have been in Congress how long? Now that you are getting closer to your death bed since you are old as dirt.. Why a concern now? How many bills did you try to write or endorse before you decided to run for POTUS? Do tell!!!,0.34062225771360205,0.3867344944500545,0,0,57,241,1,93762
831,4128,"#GoodRead: A Brief History of Repressive Regimes and Their Gun Laws. With the wrong political actors in power, yesterday's 'common-sense' gun control could be tomorrow's vehicle for gun confiscation."" If we lose #2A, we surrender our freedom—period. URL @USER",0.2988749223071957,0.3867344944500545,0,0,52,259,0,88924
832,4130,@USER .@USER your the perfect example of why Americans despise lying liberals. Disgusting,0.6137865031986603,0.3867344944500545,1,0,17,89,1,87552
833,4132,#GunControl #BulletControl.  California Tries New Tack on Gun Violence: Bullet Control   via @USER URL,0.2766172461693706,0.3867344944500545,0,0,19,102,0,83134
834,4133,@USER I blame @USER for inciting violence and she should be held accountable! She is a despicable disgrace.,0.9014445240617844,0.3867344944500545,1,0,22,107,0,70966
835,4135,@USER You are way to good at this,0.13437784072253434,0.3867344944500545,0,0,9,33,0,45822
836,4136,@USER @USER It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and @USER and must be removed ASAP,0.8137569775733344,0.3867344944500545,1,0,31,139,1,21313
837,4139,Someone please show @USER @USER @USER @USER this and @USER front and center tonight unless we get the declass out today #MAGA URL,0.09920809228367912,0.3867344944500545,0,0,29,129,0,40450
838,4142,@USER @USER Jail is TOO KIND for a #Pedovore - where is the prosecution??  #AGSessions is the church getting away with pedo crimes?  What the hell is he holding?  is that a tentacle?  WTH  #PedoGateNews,0.7258915819594983,0.3867344944500545,1,0,45,202,1,49358
839,4144,@USER gonna need a whole ass rant thread done in the utara loghat to really feel it haha,0.9216049207633927,0.3867344944500545,1,0,20,88,1,72493
840,4157,.@USER 15 minutes ago vs. Liberals just minutes later. #cdnpoli URL,0.11506275451241998,0.3867344944500545,0,0,16,67,0,47525
841,4160,@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.,0.4500572331399261,0.3867344944500545,0,0,58,285,1,78650
842,4163,#PresidentMaduro Feasts with #SaltBae as #Venezuelans Flee #Starvation! @USER I give you... your #socialist heaven...! URL URL #BBC #SKY #LBC @USER @USER #Labour #LabourParty #JeremyCorbyn @USER @USER #USA #Venezuela,0.12043881659461607,0.3867344944500545,0,0,51,216,0,25016
843,4172,@USER @USER He is a coward. He goes after countries that are peaceful and humane.  He perceives that as a weakness.  He loves Putin and Kim Jun Un because they are the “tough guys”. Like in high school.  He wants to be a tough guy by bullying those who have a soul.,0.892328181078198,0.3867344944500545,1,0,62,265,1,14668
844,4173,@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which pissed off Randy,0.5168317113594296,0.3867344944500545,1,0,27,149,0,13971
845,4188,@USER Oh man I was just telling myself this today. Such good and encouraging advice when you are doing something new.,0.06530615106599791,0.3867344944500545,0,0,24,117,0,23840
846,4190,@USER There is a rumbling that's starting to bubble. Dems aren't listening . They're  barrelling on. Mistake. Dems seriously need to stop and listen. There is a rage building like I've never seen. The silence of Conservatives and Republicans is becoming deafening. Dems need to listen.,0.6122517129814523,0.3867344944500545,1,0,58,285,0,76858
847,4192,@USER #Foolish Why because some #idiots are doing whatever they can to sabotage him and @USER  ? Liberals are acting completely immoral and have no respect for those millions of legal voters who voted for @USER  #LetsGovern,0.8327133237400524,0.3867344944500545,1,0,43,223,1,66754
848,4194,@USER @USER @USER @USER Coward  Answer question  What have I posted on @USER that is not factual   As a staunch conservative and pro Israel I post @USER positive facts to counter Canadian media helping liberal Trudeau assault on conservatives and Israel.   You are either ignorant or a liar.,0.8959331231045315,0.3867344944500545,1,0,56,291,1,24879
849,4200,@USER @USER “Blame your opponent of the things you are guilty of” - this pope is a satanist,0.8519528019683106,0.3867344944500545,1,0,22,91,1,80887
850,4209,@USER @USER @USER She is a complete idiot🤡😡,0.09999630577091607,0.3867344944500545,0,0,11,43,1,99766
851,4215,@USER @USER I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,0.19934696177982902,0.3867344944500545,0,0,59,281,1,22174
852,4223,(2) if you are not registered to vote. Go and register. You can also do same day registration in Connecticut if you cannot before November 6.,0.08997298365137935,0.3867344944500545,0,0,32,141,0,38563
853,4228,@USER love .. she is fabulous 🐈💜💜💜💜💜💜💜💜💜💜💜💖,0.050470848837912835,0.3867344944500545,0,0,8,43,0,67126
854,4232,@USER You're welcome and I do mean it. You are super cute,0.07413076758739025,0.3867344944500545,0,0,15,57,0,86586
855,4238,@USER @USER @USER Obvious to whom?  Only to those who do not clean up the inside of their cup. You see skin color b/c you are projecting onto others.. many do not live their lives being or seeing color.  Many of us have mixed families- How does that fit into your b/s conclusion? URL,0.2046993772858115,0.3867344944500545,0,0,62,283,0,16614
856,4239,@USER Shocking almost all liberals are crazy and insane since that Clinton witch lost they’ve become #unhinged #deranged  and a bunch of damn #crybabies stop acting like children and grow up,0.9186993335191688,0.3867344944500545,1,0,37,190,1,58600
857,4246,@USER @USER @USER You’ve got too many NewYork Liberals moving into the state. I see it in my town.,0.18676159362615716,0.3867344944500545,0,0,26,98,0,49772
858,4259,@USER @USER Ramos sounds like a shitty ump,0.9342753327035106,0.3867344944500545,1,0,10,42,1,40051
859,4265,@USER @USER You just described all the liberals! That's not what I said! President Trump unlike Obama Loves this Country his actions prove it he's for the growth of America not the destruction!,0.2334878150718559,0.3867344944500545,0,0,40,193,0,48909
860,4268,@USER Antifa isn’t after her.,0.09920809228367912,0.3867344944500545,0,0,9,29,0,54759
861,4272,@USER @USER @USER Isn’t it funny how they want gun control but they partner up with snoop dog 🤔,0.29869589535590685,0.3867344944500545,0,0,24,95,0,59149
862,4273,@USER That’s one way to look at it. The other is that the charge is bullshit for almost everyone.,0.5740664759379764,0.3867344944500545,1,0,24,97,1,15835
863,4275,// Rean's Arcane Gale is broken. If he is gonna be able to use that from scratch in Sen IV ( because of his demon form) it's gonna be cool  using it in every battle!,0.18929618948513977,0.3867344944500545,0,0,42,165,1,65536
864,4298,@USER K. Dog Shit.,0.29897725105711614,0.3867344944500545,0,0,6,18,1,21525
865,4301,@USER Typical sore loser he IS as always! Piece of shit!,0.941439173126251,0.3867344944500545,1,0,14,56,1,64952
866,4302,@USER She is very beautiful,0.05582314113461445,0.3867344944500545,0,0,6,27,0,99167
867,4305,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yea cuz mushroom penis syndrome is definitely an impeachable offense 😂 #MAGA,0.5821124867520471,0.3867344944500545,1,0,35,142,1,26815
868,4309,@USER Awww look how cute he is! 😁😜,0.10856642283565618,0.3867344944500545,0,0,10,34,0,48024
869,4318,"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",0.8995192720695291,0.3867344944500545,1,0,28,112,1,95062
870,4322,@USER 1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.🤬,0.4841666725720352,0.3867344944500545,0,0,62,283,0,59208
871,4323,@USER President Donald J Trump brings good will to all! MAGA! SPYGATE! NOBEL!,0.0733636369345758,0.3867344944500545,0,0,18,77,0,36142
872,4337,@USER She's sexy as hell and tough too👍👍👍👍,0.3526475271544384,0.3867344944500545,0,0,10,42,0,65788
873,4347,@USER @USER Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's!  URL,0.0652465657618137,0.3867344944500545,0,0,39,160,0,32711
874,4350,"@USER Tonight, Sean Hannity: Rabid ANTIFA leftist @USER publicly fantasizes about the distinguished United States Senator from Texas, Ted Cruz, getting cancer.""""",0.44800360545157775,0.3867344944500545,0,0,31,161,0,38569
875,4352,@USER He has hit 20HR the past two years. He had it figured out but never got the playing time in STL. I heard from his supporters on here that is a notorious slow starter. He is going to be the starting CF next season.,0.1576549093940152,0.3867344944500545,0,0,50,219,0,69391
876,4357,@USER @USER See the mess Europe is for PR examples. Giving liberals a go at anything in government always ends in disaster. You're welcome: URL,0.2893716974101632,0.3867055433214176,0,0,31,143,0,78783
877,4394,@USER All that shit was hers URL,0.9429811330298921,0.3867344944500545,1,0,8,32,1,88741
878,4395,@USER Diversity = Success?  LMAO,0.23686910602444727,0.3867344944500545,0,0,7,32,0,92719
879,4396,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😁TeleSmokaCatin'  damn that looked better in my head😁😉🤣😎,0.16184943726558834,0.3867344944500545,0,0,59,206,1,93549
880,4427,@USER These things happen from time time. Likely to be antifa or a group like that causing trouble as they have nothing better to do,0.3592236411383223,0.3867344944500545,0,0,27,132,0,65555
881,4432,@USER @USER How much you are paying for patrol... ? Do you think it's because of naheru or Zina... Indira... ?,0.15450353235952252,0.3867344944500545,0,0,27,110,0,68183
882,4439,@USER Thank you. Yes she is.,0.14300808176544813,0.3867344944500545,0,0,9,28,0,60792
883,4441,@USER Without the prior existence of fascism Antifa would have no raison d'etre. End fascism and Antifa goes away.,0.24166831403515615,0.3867344944500545,0,0,22,114,0,57816
884,4442,@USER Exactly! Ford is just a damn pawn for the Baby-Adults of America / aka Democrats. #SheIsALiar 🤥- I ❤️ that Conservatives will control the highest court for 20+ years.,0.9273632936392131,0.3867344944500545,1,0,35,172,0,37449
